word1	relation	word2	gloss1	gloss2
stand%2:35:00::	agent	standee%1:18:00::	"be standing; be upright; ""We had to stan..."	someone who stands in a place where one ...
test%2:31:06::	agent	testee%1:18:00::	"undergo a test; ""She doesn't test well"""	someone who is tested (as by an intellig...
mortgage%2:40:00::	agent	mortgagee%1:18:00::	put up as security or collateral	"the person who accepts a mortgage; ""the ..."
grant%2:40:05::	destination	grantee%1:18:00::	"bestow, especially officially; ""grant a ..."	a recipient of a grant
grant%2:40:03::	destination	grantee%1:18:00::	give as judged due or on the basis of me...	a recipient of a grant
grant%2:40:02::	destination	grantee%1:18:00::	"transfer by deed; ""grant land"""	a recipient of a grant
patent%2:41:00::	destination	patentee%1:18:00::	grant rights to; grant a patent for	the inventor to whom a patent is issued
promise%2:32:01::	destination	promisee%1:18:00::	"promise to undertake or give; ""I promise..."	a person to whom a promise is made
promise%2:32:00::	destination	promisee%1:18:00::	make a promise or commitment	a person to whom a promise is made
refer%2:38:00::	destination	referee%1:18:01::	"send or direct for treatment, informatio..."	someone who reads manuscripts and judges...
refer%2:38:00::	destination	referee%1:18:00::	"send or direct for treatment, informatio..."	(sports) the chief official (as in boxin...
retire%2:41:01::	destination	retiree%1:18:00::	go into retirement; stop performing one'...	someone who has retired from active work...
send%2:32:00::	destination	sendee%1:18:00::	cause to be directed or transmitted to a...	the intended recipient of a message
tee%2:35:00::	destination	tee%1:06:00::	"place on a tee; ""tee golf balls"""	a short peg put into the ground to hold ...
tee%2:35:00::	destination	tee%1:15:00::	"place on a tee; ""tee golf balls"""	the starting place for each hole on a go...
trust%2:40:00::	destination	trustee%1:18:00::	"confer a trust upon; ""The messenger was ..."	a person (or institution) to whom legal ...
trust%2:40:00::	destination	trustee%1:18:01::	"confer a trust upon; ""The messenger was ..."	members of a governing board
warrant%2:32:01::	destination	warrantee%1:18:00::	"stand behind and guarantee the quality, ..."	a customer to whom a warrant or guarante...
guarantee%2:32:01::	event	guarantee%1:10:01::	"promise to do or accomplish; ""guarantee ..."	an unconditional commitment that somethi...
guarantee%2:32:00::	event	guarantee%1:10:01::	"give surety or assume responsibility; ""I..."	an unconditional commitment that somethi...
guarantee%2:32:03::	event	guarantee%1:10:01::	"make certain of; ""This nest egg will ens..."	an unconditional commitment that somethi...
jubilate%2:41:00::	event	jubilee%1:28:00::	celebrate a jubilee	a special anniversary (or the celebratio...
pee%2:29:00::	event	pee%1:22:00::	"eliminate urine; ""Again, the cat had mad..."	"informal terms for urination; ""he took a..."
spree%2:34:00::	event	spree%1:04:00::	engage without restraint in an activity ...	a brief indulgence of your impulses
confer%2:40:00::	event	conferee%1:18:01::	"present; ""The university conferred a deg..."	a person on whom something is bestowed; ...
enter%2:38:00::	by-means-of	entree%1:06:00::	"to come or go into; ""the boat entered an..."	something that provides access (to get i...
guarantee%2:32:00::	by-means-of	guarantee%1:10:00::	"give surety or assume responsibility; ""I..."	a written assurance that some product or...
decree%2:31:00::	by-means-of	decree%1:10:00::	"decide with authority; ""The King decreed..."	a legally binding command or decision en...
squeegee%2:35:00::	by-means-of	squeegee%1:06:00::	"wipe with a squeegee; ""squeegee the wind..."	T-shaped cleaning implement with a rubbe...
address%2:33:00::	undergoer	addressee%1:18:00::	direct a question at someone	one to whom something is addressed
address%2:32:03::	undergoer	addressee%1:18:00::	put an address on (an envelope)	one to whom something is addressed
address%2:32:01::	undergoer	addressee%1:18:00::	speak to someone	one to whom something is addressed
address%2:32:02::	undergoer	addressee%1:18:00::	"give a speech to; ""The chairman addresse..."	one to whom something is addressed
address%2:32:00::	undergoer	addressee%1:18:00::	"speak to; ""He addressed the crowd outsid..."	one to whom something is addressed
adopt%2:30:00::	undergoer	adoptee%1:18:00::	"take into one's family; ""They adopted tw..."	someone (such as a child) who has been a...
advise%2:32:00::	undergoer	advisee%1:18:00::	"give advice to; ""The teacher counsels tr..."	someone who receives advice
appoint%2:41:00::	undergoer	appointee%1:18:01::	"assign a duty, responsibility or obligat..."	a person who is appointed to a job or po...
appoint%2:41:00::	undergoer	appointee%1:18:00::	"assign a duty, responsibility or obligat..."	an official who is appointed
appoint%2:41:01::	undergoer	appointee%1:18:01::	create and charge with a task or functio...	a person who is appointed to a job or po...
appoint%2:41:01::	undergoer	appointee%1:18:00::	create and charge with a task or functio...	an official who is appointed
assign%2:40:00::	undergoer	assignee%1:18:00::	transfer one's right to	(law) the party to whom something is ass...
bail%2:40:00::	undergoer	bailee%1:18:00::	deliver something in trust to somebody f...	the agent to whom property involved in a...
commit%2:40:00::	undergoer	committee%1:14:00::	"confer a trust upon; ""The messenger was ..."	a special group delegated to consider so...
consign%2:40:00::	undergoer	consignee%1:18:00::	give over to another for care or safekee...	the person to whom merchandise is delive...
contest%2:32:00::	undergoer	contestee%1:18:00::	"to make the subject of dispute, contenti..."	a winner (of a race or an election etc.)...
debauch%2:41:00::	undergoer	debauchee%1:18:00::	corrupt morally or by intemperance or se...	a dissolute person; usually a man who is...
decree%2:32:00::	undergoer	decree%1:10:00::	"issue a decree; ""The King only can decre..."	a legally binding command or decision en...
deport%2:41:01::	undergoer	deportee%1:18:00::	hand over to the authorities of another ...	a person who is expelled from home or co...
deport%2:41:00::	undergoer	deportee%1:18:00::	"expel from a country; ""The poet was exil..."	a person who is expelled from home or co...
detain%2:41:00::	undergoer	detainee%1:18:00::	deprive of freedom; take into confinemen...	some held in custody
devise%2:40:00::	undergoer	devisee%1:18:00::	"give by will, especially real property"	someone to whom property (especially rea...
draft%2:33:00::	undergoer	draftee%1:18:00::	engage somebody to enter the army	someone who is drafted into military ser...
educate%2:41:00::	undergoer	educatee%1:18:00::	"give an education to; ""We must educate o..."	a learner who is enrolled in an educatio...
employ%2:41:00::	undergoer	employee%1:18:00::	"engage or hire for work; ""They hired two..."	a worker who is hired to perform a job
enlist%2:33:01::	undergoer	enlistee%1:18:00::	engage somebody to enter the army	any new member or supporter (as in the a...
examine%2:32:00::	undergoer	examinee%1:18:00::	question closely	someone who is tested (as by an intellig...
fricassee%2:30:00::	undergoer	fricassee%1:13:00::	"make a fricassee of by cooking; ""fricass..."	pieces of chicken or other meat stewed i...
guarantee%2:32:02::	undergoer	guarantee%1:10:01::	"stand behind and guarantee the quality, ..."	an unconditional commitment that somethi...
guarantee%2:32:02::	undergoer	guarantee%1:10:00::	"stand behind and guarantee the quality, ..."	a written assurance that some product or...
honor%2:41:00::	undergoer	honoree%1:18:00::	"bestow honor or rewards upon; ""Today we ..."	a recipient of honors in recognition of ...
import%2:40:00::	undergoer	importee%1:18:00::	bring in from abroad	an imported person brought from a foreig...
induct%2:41:01::	undergoer	inductee%1:18:01::	accept people into an exclusive society ...	a person inducted into an organization o...
induct%2:41:00::	undergoer	inductee%1:18:00::	place ceremoniously or formally in an of...	someone who is drafted into military ser...
induct%2:41:00::	undergoer	inductee%1:18:01::	place ceremoniously or formally in an of...	a person inducted into an organization o...
intern%2:41:02::	undergoer	internee%1:18:00::	"deprive of freedom; ""During WW II, Japan..."	"a person who is interned; ""the internees..."
interview%2:32:01::	undergoer	interviewee%1:18:00::	discuss formally with (somebody) for the...	a person who is interviewed
interview%2:32:00::	undergoer	interviewee%1:18:00::	"conduct an interview in television, news..."	a person who is interviewed
invite%2:41:01::	undergoer	invitee%1:18:00::	"have as a guest; ""I invited them to a re..."	a visitor to whom hospitality is extende...
invite%2:41:00::	undergoer	invitee%1:18:00::	"invite someone to one's house; ""Can I in..."	a visitor to whom hospitality is extende...
lease%2:41:00::	undergoer	lessee%1:18:00::	"let for money; ""We rented our apartment ..."	a tenant who holds a lease
license%2:41:00::	undergoer	licensee%1:18:00::	"authorize officially; ""I am licensed to ..."	someone to whom a license is granted
mug%2:40:00::	undergoer	muggee%1:18:00::	rob at gunpoint or with the threat of vi...	"a victim of a mugging; ""the law seems to..."
parole%2:41:00::	undergoer	parolee%1:18:00::	release a criminal from detention and pl...	someone released on probation or on paro...
pay%2:40:02::	undergoer	payee%1:18:00::	do or give something to somebody in retu...	a person to whom money is paid
pay%2:40:00::	undergoer	payee%1:18:00::	"give money, usually in exchange for good..."	a person to whom money is paid
pee%2:29:00::	undergoer	pee%1:27:00::	"eliminate urine; ""Again, the cat had mad..."	"liquid excretory product; ""there was blo..."
test%2:32:00::	undergoer	testee%1:18:00::	examine someone's knowledge of something...	someone who is tested (as by an intellig...
train%2:41:02::	undergoer	trainee%1:18:00::	develop (children's) behavior by instruc...	someone who is being trained
train%2:41:00::	undergoer	trainee%1:18:00::	"educate for a future role or function; ""..."	someone who is being trained
train%2:31:01::	undergoer	trainee%1:18:00::	"create by training and teaching; ""The ol..."	someone who is being trained
train%2:31:00::	undergoer	trainee%1:18:00::	undergo training or instruction in prepa...	someone who is being trained
vouch%2:32:00::	undergoer	vouchee%1:18:00::	summon (a vouchee) into court to warrant...	(law) a person called into court to defe...
abbreviate%2:30:01::	agent	abbreviator%1:18:00::	reduce in scope while retaining essentia...	one who shortens or abridges or condense...
abbreviate%2:30:00::	agent	abbreviator%1:18:00::	"shorten; ""Abbreviate `New York' and writ..."	one who shortens or abridges or condense...
abdicate%2:41:00::	agent	abdicator%1:18:00::	"give up, such as power, as of monarchs a..."	one who formally relinquishes an office ...
abduct%2:35:02::	agent	abductor%1:18:00::	take away to an undisclosed location aga...	someone who unlawfully seizes and detain...
abet%2:41:00::	agent	abettor%1:18:00::	"assist or encourage, usually in some wro..."	one who helps or encourages or incites a...
abet%2:41:00::	agent	abetter%1:18:00::	"assist or encourage, usually in some wro..."	one who helps or encourages or incites a...
abnegate%2:33:00::	agent	abnegator%1:18:00::	"surrender (power or a position); ""The Ki..."	one who gives up or relinquishes or reno...
abnegate%2:32:00::	agent	abnegator%1:18:00::	"deny or renounce; ""They abnegated their ..."	one who gives up or relinquishes or reno...
abominate%2:37:00::	agent	abominator%1:18:00::	"find repugnant; ""I loathe that man""; ""Sh..."	one who hates or loathes
abrade%2:35:00::	agent	abrader%1:06:00::	wear away	a tool or machine used for wearing down ...
abrade%2:35:01::	agent	abrader%1:06:00::	"rub hard or scrub; ""scour the counter to..."	a tool or machine used for wearing down ...
abridge%2:30:00::	agent	abridger%1:18:00::	reduce in scope while retaining essentia...	one who shortens or abridges or condense...
abrogate%2:41:00::	agent	abrogator%1:18:00::	revoke formally	an authority or official empowered to ab...
abscond%2:38:00::	agent	absconder%1:18:00::	run away; usually includes taking someth...	a fugitive who runs away and hides to av...
absolve%2:32:02::	agent	absolver%1:18:00::	"grant remission of a sin to; ""The priest..."	someone who grants absolution
